"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.101490417E-1,-9.618984036E-2,1.751825809E-3,5.071587978E-2,1.087550217E-1
3.201280417E-1,-8.755649954E-2,2.224924028E-2,-3.412435055E-3,9.040361728E-2
3.300770417E-1,-1.119915752E-1,-1.440169215E-2,-1.947742434E-1,2.251366864E-1
3.400560417E-1,-1.279309389E-1,-3.017981887E-2,-3.066537166E-1,3.336370011E-1
3.500050417E-1,-5.302693695E-3,-2.031615078E-2,-3.194889396E-1,3.201781490E-1
3.599845000E-1,9.717582710E-2,-1.492150962E-2,-1.941269749E-1,2.176030221E-1
3.699335000E-1,3.049154855E-2,-1.953554749E-3,-7.753642757E-2,8.333935751E-2
3.799125000E-1,-9.959153116E-2,-4.415232539E-3,-1.722320759E-1,1.990021491E-1
3.898615000E-1,-1.071685725E-1,-4.986505508E-3,-1.592980349E-1,1.920568460E-1
3.998405000E-1,1.347433837E-1,1.919933259E-2,1.325973002E-1,1.900169409E-1
4.097895000E-1,5.578087319E-1,5.628763676E-2,7.105150545E-1,9.050693466E-1
4.197685000E-1,8.334504978E-1,1.143031257E-1,1.165830136E0,1.437659502E0
4.297175000E-1,9.650588237E-1,1.540092283E-1,1.103901690E0,1.474332499E0
4.396965000E-1,9.370872058E-1,1.405805129E-1,7.703028345E-1,1.221172293E0
4.496455000E-1,9.088575795E-1,1.052557290E-1,3.135850060E-1,9.671796236E-1
4.596245000E-1,8.661876695E-1,1.015404081E-1,-3.354078015E-2,8.727637236E-1
4.695735000E-1,8.202950665E-1,9.908808589E-2,-2.099817002E-1,8.525225858E-1
4.795525000E-1,7.726327307E-1,8.081027448E-2,-2.504648978E-1,8.162256440E-1
4.895015000E-1,7.169735965E-1,8.589442849E-2,-2.313485956E-1,7.582553420E-1
4.994805000E-1,6.570771313E-1,7.311709285E-2,-2.711932955E-1,7.145923798E-1
5.094295000E-1,6.153247225E-1,5.898437262E-2,-3.866681850E-1,7.291199871E-1
5.194085000E-1,5.611397445E-1,8.884025574E-2,-4.751657939E-1,7.406435955E-1
5.293575000E-1,5.018399877E-1,9.790987194E-2,-4.065697682E-1,6.532447418E-1
5.393365000E-1,4.095451239E-1,1.088915277E-1,-1.496969068E-1,4.494371337E-1
5.492855000E-1,3.082926911E-1,2.042268705E-1,2.050565904E-1,4.228489131E-1
5.592645000E-1,2.419481358E-1,1.219202936E-1,4.888190424E-1,5.588805907E-1
5.692135000E-1,1.724411504E-1,1.800363547E-1,6.428440583E-1,6.894907705E-1
5.791925000E-1,1.153229167E-1,1.266898674E-1,5.871446514E-1,6.116277784E-1
5.891415000E-1,7.816119343E-2,8.456477165E-2,3.860074496E-1,4.028177304E-1
5.991205000E-1,3.660062810E-2,1.370441169E-1,1.755848877E-1,2.257227253E-1
6.090695000E-1,-2.201709668E-2,-1.690780878E-2,-1.012564162E-2,2.954919901E-2
6.190485000E-1,-1.116847426E-1,1.229353702E-1,-2.351183686E-3,1.661087446E-1
6.289975000E-1,-1.878912118E-1,2.222374642E-1,-1.973318338E-2,2.916881837E-1
6.389765000E-1,-2.454924256E-1,-2.746729553E-2,-1.129676400E-1,2.716296578E-1
6.489255000E-1,-3.269198737E-1,1.824752283E-1,-2.425777713E-2,3.751829587E-1
6.589045000E-1,-3.949004799E-1,5.035095870E-2,5.442937335E-2,4.018011508E-1
6.688535000E-1,-4.578452082E-1,7.843396604E-2,1.634015743E-1,4.924166896E-1
6.788325000E-1,-5.215622441E-1,7.538113475E-2,1.109030064E-1,5.385248061E-1
6.887815000E-1,-5.793482664E-1,5.742199659E-2,-8.163765550E-2,5.878829869E-1
6.987605000E-1,-6.502790853E-1,1.860116243E-2,-3.207887757E-1,7.253373909E-1
7.087095000E-1,-7.045108411E-1,-5.159583092E-3,-4.924226815E-1,8.595593311E-1
7.186885000E-1,-7.563454577E-1,-1.284048557E-2,-4.767246250E-1,8.941418777E-1
7.286365000E-1,-8.249178752E-1,1.265220523E-2,-3.044481468E-1,8.793965279E-1
7.385965000E-1,-8.752127007E-1,-3.121243715E-3,-8.337427855E-2,8.791804615E-1
7.485765000E-1,-9.353074595E-1,-3.189246833E-2,1.305051756E-1,9.449067543E-1
7.585245000E-1,-9.736330345E-1,-4.218122900E-2,2.152032638E-1,9.980245422E-1
7.685045000E-1,-1.001335023E0,-1.787435353E-2,1.568925269E-1,1.013709320E0
7.784525000E-1,-1.033522556E0,-4.007740080E-2,-2.264158845E-2,1.034547106E0
7.884315000E-1,-1.052505615E0,-1.037126487E-1,-1.988223257E-1,1.076129500E0
7.983805000E-1,-1.064384818E0,-1.132447797E-1,-2.360328366E-1,1.096107167E0
8.083595000E-1,-1.075299889E0,-1.135459113E-1,-1.602850815E-1,1.093093698E0
8.183085000E-1,-1.082843893E0,-7.682013452E-2,-1.360241432E-2,1.085650614E0
8.282875000E-1,-1.075841926E0,-5.866511464E-2,9.239064854E-2,1.081394228E0
8.382365000E-1,-1.063272605E0,-9.060026765E-2,1.097311878E-1,1.072752522E0
8.482155000E-1,-1.051815132E0,-9.405948043E-2,2.562370498E-2,1.056323261E0
8.581645000E-1,-1.024442634E0,-1.064737040E-1,-1.685120408E-1,1.043654957E0
8.681435000E-1,-9.840648327E-1,-9.521664441E-2,-3.288065143E-1,1.041903800E0
8.780925000E-1,-9.527146205E-1,-7.171259165E-2,-3.665642881E-1,1.023316775E0
8.880715000E-1,-9.224658045E-1,-6.716638148E-2,-2.838454825E-1,9.674826826E-1
8.980205000E-1,-8.885049567E-1,-7.561385393E-2,-1.382270451E-1,9.023664605E-1
9.079995000E-1,-8.405083794E-1,-4.339043319E-2,3.186027210E-2,8.422304569E-1
9.179485000E-1,-7.981871096E-1,-1.976592779E-2,1.375311534E-1,8.101902073E-1
9.279275000E-1,-7.434887461E-1,-1.229435563E-2,1.524514936E-1,7.590573922E-1
9.378765000E-1,-6.807643481E-1,-6.064732075E-3,4.710637528E-2,6.824191449E-1
9.478555000E-1,-6.064717457E-1,4.655553102E-3,-7.966597438E-2,6.116995340E-1
9.578045000E-1,-5.417015532E-1,1.399472594E-2,-1.591705656E-1,5.647757909E-1
9.677835000E-1,-4.718837152E-1,2.502082050E-2,-1.403354780E-1,4.929445491E-1
9.777325000E-1,-3.972250040E-1,3.138668418E-2,-4.634733360E-2,4.011494772E-1
9.877115000E-1,-3.195427340E-1,5.979596615E-2,4.303145070E-2,3.279250253E-1
9.976605000E-1,-2.426968535E-1,9.533943594E-2,9.041319329E-2,2.759817317E-1
1.007639500E0,-1.694210270E-1,9.252984881E-2,7.487125754E-2,2.070530428E-1
1.017588500E0,-8.350233257E-2,6.084612608E-2,-1.783515891E-2,1.048474296E-1
1.027567500E0,-8.208906054E-3,7.425028324E-2,-9.500555992E-2,1.208575489E-1
1.037516500E0,7.001925627E-2,1.264717662E-1,-1.043120066E-1,1.782660894E-1
1.047495500E0,1.455447990E-1,1.544846070E-1,-4.220637202E-2,2.164027730E-1
1.057444500E0,2.234554758E-1,1.435818887E-1,8.410633167E-2,2.786072207E-1
1.067423500E0,2.920915549E-1,1.085377711E-1,2.006395855E-1,3.706132316E-1
1.077372500E0,3.674774040E-1,1.125764430E-1,2.543550321E-1,4.608791384E-1
1.087351500E0,4.457131859E-1,1.562446189E-1,2.281448696E-1,5.245214072E-1
1.097300500E0,5.136235891E-1,1.562142134E-1,1.391853490E-1,5.546031311E-1
1.107279500E0,5.768494588E-1,1.271056044E-1,3.813320160E-2,5.919166106E-1
1.117228500E0,6.549676752E-1,9.604987264E-2,-4.422483087E-2,6.634486184E-1
1.127207500E0,7.169788590E-1,1.062088251E-1,-5.909079194E-2,7.272074810E-1
1.137156500E0,7.701603817E-1,1.302034593E-1,1.596057812E-2,7.812520044E-1
1.147135500E0,8.103040022E-1,1.390614063E-1,1.226102559E-1,8.312423988E-1
1.157084500E0,8.500538859E-1,1.314799064E-1,1.675870478E-1,8.763355483E-1
1.167063500E0,8.971323042E-1,1.085769475E-1,1.665076335E-1,9.188906990E-1
1.177012500E0,9.263387078E-1,8.748370171E-2,1.171045268E-1,9.378007623E-1
1.186991500E0,9.439924751E-1,8.733869076E-2,7.723235409E-2,9.511649050E-1
1.196940500E0,9.595508927E-1,8.996642947E-2,1.077559984E-1,9.697645226E-1
1.206919500E0,9.743431789E-1,1.206292284E-1,1.715766031E-1,9.966617138E-1
1.216868500E0,9.694137568E-1,1.156468159E-1,2.426500940E-1,1.005990202E0
1.226847500E0,9.785311009E-1,7.047882915E-2,2.843512666E-1,1.021443108E0
1.236796500E0,9.808632629E-1,9.513536811E-2,2.760903203E-1,1.023410643E0
1.246775500E0,9.674070655E-1,1.420405626E-1,2.365514481E-1,1.005986351E0
1.256724500E0,9.513012023E-1,9.030673742E-2,1.503652527E-1,9.673360293E-1
1.266703500E0,9.294786626E-1,8.996175170E-2,2.452790022E-2,9.341441639E-1
1.276652500E0,9.178355406E-1,8.163590133E-2,-4.149653831E-2,9.223927920E-1
1.286631500E0,8.840157569E-1,7.463561475E-2,-4.397574862E-2,8.882500774E-1
1.296580500E0,8.236978537E-1,1.168682992E-1,-1.083196700E-2,8.320178394E-1
1.306559500E0,7.425300220E-1,1.106877923E-1,6.683835268E-2,7.537041769E-1
1.316508500E0,6.726785991E-1,8.864495873E-2,9.940266609E-2,6.857370607E-1
1.326487500E0,6.220850540E-1,1.022040671E-1,7.768141111E-2,6.351927954E-1
1.336436500E0,5.501926605E-1,1.149124056E-1,8.303395232E-2,5.681649953E-1
1.346415500E0,4.930931013E-1,1.302964300E-1,1.004598244E-1,5.198174127E-1
1.356364500E0,4.155002937E-1,1.156895006E-1,1.021251114E-1,4.432314215E-1
1.366332750E0,3.417060202E-1,1.012521404E-1,1.359945416E-1,3.814570953E-1
1.376281750E0,2.734617046E-1,1.300093317E-1,1.478538644E-1,3.369636411E-1
1.386260750E0,2.025776634E-1,1.279324007E-1,1.711643744E-1,2.944514423E-1
1.396209750E0,1.278031955E-1,1.269781351E-1,1.604411473E-1,2.412435809E-1
1.406188750E0,5.411042601E-2,1.357068586E-1,6.327272058E-2,1.592096946E-1
1.416137750E0,-7.486171927E-3,1.084980100E-1,-6.254887182E-2,1.254600427E-1
1.426116750E0,-8.824500918E-2,1.091341871E-1,-1.497670917E-1,2.052501746E-1
1.436065750E0,-1.676291478E-1,1.335796416E-1,-1.787248242E-1,2.790799430E-1
1.446044750E0,-2.426562336E-1,1.039944845E-1,-1.405074410E-1,2.990639421E-1
1.455993750E0,-3.287442049E-1,7.886724472E-2,-9.913310945E-2,3.523069230E-1
1.465972750E0,-4.145848756E-1,8.033723474E-2,-4.742738742E-2,4.249518178E-1
1.475920750E0,-4.839799233E-1,5.895338237E-2,8.265002780E-3,4.876272939E-1
1.485900750E0,-5.671182667E-1,7.126527965E-2,1.164586287E-2,5.716970305E-1
1.495848750E0,-6.336951392E-1,6.928014994E-2,-1.081731241E-2,6.375627678E-1
1.505828750E0,-6.949053276E-1,4.588777900E-2,-6.411998212E-2,6.993643361E-1
1.515776750E0,-7.595674197E-1,2.566167533E-2,-9.783330996E-2,7.662718468E-1
1.525756750E0,-8.245503777E-1,-1.485192776E-3,-8.581724524E-2,8.290055071E-1
1.535704750E0,-8.719154558E-1,-4.385411739E-3,-4.475692749E-2,8.730744392E-1
1.545684750E0,-9.196086357E-1,1.255514145E-2,-2.718725044E-2,9.200960933E-1
1.555632750E0,-9.601489898E-1,-8.265624046E-3,-2.593411904E-2,9.605347373E-1
1.565612750E0,-1.003248670E0,-2.006472051E-2,-5.951767523E-2,1.005212834E0
1.575560750E0,-1.028713221E0,-6.233775079E-2,-1.133471060E-1,1.036814570E0
1.585540750E0,-1.048534990E0,-9.233630598E-2,-1.565732324E-1,1.064174232E0
1.595488750E0,-1.075871308E0,-6.404104471E-2,-1.959764493E-1,1.095448353E0
1.605468750E0,-1.084516562E0,-6.234827578E-2,-1.905549840E-1,1.102893777E0
1.615416750E0,-1.094362250E0,-7.668389440E-2,-1.558037388E-1,1.108054132E0
1.625396750E0,-1.105213805E0,-6.991808116E-2,-1.237528110E-1,1.114316316E0
1.635344750E0,-1.108478306E0,-7.680551648E-2,-1.170951712E-1,1.117288916E0
1.645324750E0,-1.109195248E0,-8.373505175E-2,-1.132582648E-1,1.118102451E0
1.655272750E0,-1.092495380E0,-7.466660500E-2,-1.184516887E-1,1.101431823E0
1.665252750E0,-1.066872297E0,-7.635878921E-2,-1.197462622E-1,1.076283573E0
1.675200750E0,-1.043203499E0,-8.801462889E-2,-1.116759717E-1,1.052849295E0
1.685180750E0,-1.015447131E0,-8.280125141E-2,-1.144206913E-1,1.025222424E0
1.695128750E0,-9.548924160E-1,-6.624661446E-2,-9.438575506E-2,9.618299282E-1
1.705108750E0,-8.926677357E-1,-5.499013960E-2,-8.172883552E-2,8.980864126E-1
1.715056750E0,-8.313264967E-1,-4.046741009E-2,-7.873922724E-2,8.360270458E-1
1.725035750E0,-7.621664339E-1,-3.776658118E-2,-1.033290714E-1,7.700655067E-1
1.734984750E0,-6.913493434E-1,-3.877405643E-2,-1.358401752E-1,7.056343920E-1
1.744963750E0,-6.246235496E-1,-3.443659186E-2,-1.303625035E-1,6.390108292E-1
1.754912750E0,-5.657625167E-1,-2.316783786E-2,-8.679720204E-2,5.728505287E-1
1.764891750E0,-5.092056156E-1,2.383909822E-2,-3.436112624E-2,5.109201000E-1
1.774840750E0,-4.364104851E-1,4.263029516E-2,1.368188163E-2,4.387010912E-1
1.784819750E0,-3.699372545E-1,5.047901273E-2,5.351839542E-2,3.771815500E-1
1.794768750E0,-2.972479037E-1,5.838210940E-2,5.497431558E-2,3.078749135E-1
1.804747750E0,-2.159303650E-1,4.812083066E-2,2.861331325E-2,2.230700755E-1
1.814696750E0,-1.341500375E-1,7.796209574E-2,-1.243236819E-2,1.556563031E-1
1.824675750E0,-5.802425524E-2,1.085658377E-1,-4.512239674E-2,1.311082988E-1
1.834624750E0,2.861308484E-2,1.052194762E-1,-4.961716969E-2,1.197986241E-1
1.844603750E0,1.048610419E-1,9.755962372E-2,-3.816360712E-2,1.482234097E-1
1.854552750E0,1.903616239E-1,1.002318013E-1,-6.665643118E-4,2.151381095E-1
1.864531750E0,2.684541491E-1,1.037816459E-1,2.241354704E-2,2.886877678E-1
1.874511750E0,3.414197990E-1,1.362974274E-1,3.425240457E-2,3.692122629E-1
1.884459750E0,4.155562808E-1,1.367926866E-1,4.501948575E-2,4.398022462E-1
1.894439750E0,4.872831982E-1,1.236311889E-1,4.086854735E-2,5.043806343E-1
1.904387750E0,5.524553867E-1,1.299438429E-1,3.630771914E-2,5.686920143E-1
1.914367750E0,6.237648860E-1,1.294667101E-1,7.041567922E-2,6.409388659E-1
1.924315750E0,6.830313136E-1,1.298725069E-1,1.079209081E-1,7.035947455E-1
1.934295750E0,7.355081738E-1,1.315313619E-1,1.508400192E-1,7.622502767E-1
1.944243750E0,7.812638057E-1,1.361249346E-1,1.864244378E-1,8.146515837E-1
1.954222750E0,8.317442071E-1,1.515048659E-1,1.864314544E-1,8.657417847E-1
1.964171750E0,8.756961192E-1,1.348993582E-1,1.788616308E-1,9.038987847E-1
1.974150750E0,9.141174424E-1,1.072192240E-1,1.479596990E-1,9.322010153E-1
1.984099750E0,9.534946391E-1,1.187908638E-1,1.126483637E-1,9.674466135E-1
1.994078750E0,9.829871909E-1,1.149112362E-1,7.857253592E-2,9.927950710E-1
2.004027750E0,1.017815546E0,1.055276245E-1,5.214896838E-2,1.024599473E0
2.014006750E0,1.040230043E0,8.817952037E-2,6.196880976E-2,1.045798405E0
2.023955750E0,1.038865303E0,9.021552086E-2,7.032740453E-2,1.045143962E0
2.033934750E0,1.046056940E0,9.902727485E-2,5.006327569E-2,1.051925784E0
2.043883750E0,1.045921358E0,1.033793575E-1,3.455235760E-2,1.051585776E0
2.053862750E0,1.029612523E0,9.927110374E-2,5.403002679E-2,1.035797250E0
2.063811750E0,1.005534274E0,9.243395448E-2,9.324788690E-2,1.014070205E0
2.073790750E0,9.769686518E-1,9.534177482E-2,1.429164664E-1,9.919591307E-1
2.083739750E0,9.445242794E-1,1.034115171E-1,1.926137338E-1,9.694947688E-1
2.093718750E0,8.993579006E-1,1.073098558E-1,2.349212444E-1,9.357072350E-1
2.103667750E0,8.463467512E-1,1.113134444E-1,2.504923797E-1,8.896291016E-1
2.113646750E0,7.791588081E-1,1.183084685E-1,2.325004971E-1,8.216701425E-1
2.123595750E0,7.215035076E-1,1.161093307E-1,1.892766913E-1,7.549002278E-1
2.133574750E0,6.568835154E-1,1.077127290E-1,1.327668786E-1,6.787672862E-1
2.143523750E0,6.105431619E-1,9.634457231E-2,4.110241771E-2,6.194631853E-1
2.153502750E0,5.510478158E-1,1.115233594E-1,-1.256802360E-2,5.623603028E-1
2.163451750E0,4.899788742E-1,1.190978426E-1,-4.075394193E-2,5.058897875E-1
2.173430750E0,4.223001670E-1,1.308045530E-1,-3.597848436E-2,4.435557614E-1
2.183379750E0,3.493708794E-1,1.239872843E-1,-3.035057584E-2,3.719596961E-1
2.193358750E0,2.768036807E-1,9.406883597E-2,-2.539153397E-2,2.934517908E-1
2.203307750E0,1.966091363E-1,1.058001047E-1,-2.418761054E-2,2.245748319E-1
2.213286750E0,1.084331059E-1,1.150696957E-1,-1.424615622E-2,1.587505159E-1
2.223235750E0,3.613023788E-2,1.270237434E-1,1.112842083E-2,1.325302502E-1
2.233214750E0,-3.984935482E-2,1.247661334E-1,2.764035484E-2,1.338601821E-1
2.243163750E0,-1.308644870E-1,1.164022762E-1,6.613199076E-2,1.872122967E-1
2.253142750E0,-2.208487505E-1,1.178050232E-1,9.400681894E-2,2.673751598E-1
2.263091750E0,-2.950107408E-1,9.438049257E-2,8.672297895E-2,3.216518143E-1
2.273070750E0,-3.661397803E-1,9.115166008E-2,5.108712316E-2,3.807582671E-1
2.283019750E0,-4.379938380E-1,7.751536846E-2,6.471734829E-3,4.448472972E-1
2.292998750E0,-5.026123684E-1,6.180799305E-2,-3.674744803E-2,5.077300422E-1
2.302947750E0,-5.655979906E-1,5.771143377E-2,-9.332099536E-2,5.761427816E-1
2.312926750E0,-6.257850990E-1,3.836065829E-2,-1.421364570E-1,6.428695844E-1
2.322875750E0,-6.891733021E-1,1.845673621E-2,-1.771999069E-1,7.118288406E-1
2.332854750E0,-7.381516269E-1,1.985714436E-3,-1.761117035E-1,7.588722550E-1
2.342803750E0,-7.984340814E-1,3.343437910E-3,-1.620339471E-1,8.147166139E-1
2.352782750E0,-8.562607053E-1,1.364740133E-3,-1.366108382E-1,8.670909866E-1
2.362730250E0,-9.096357708E-1,-2.113476098E-2,-9.980959576E-2,9.153392099E-1
2.372709250E0,-9.592941999E-1,-2.408702016E-2,-6.152206421E-2,9.615666961E-1
2.382658250E0,-9.916266713E-1,-3.979731917E-2,-5.272083521E-2,9.938243146E-1
2.392637250E0,-1.020709772E0,-6.845101476E-2,-5.097131174E-2,1.024271475E0
2.402586250E0,-1.038347094E0,-8.127220452E-2,-5.454750538E-2,1.042950281E0
2.412565250E0,-1.053472086E0,-8.634583354E-2,-6.889306426E-2,1.059247513E0
2.422514250E0,-1.068029095E0,-7.731656313E-2,-8.098046500E-2,1.073881667E0
2.432493250E0,-1.063743159E0,-8.714222431E-2,-1.224769120E-1,1.074310882E0
2.442442250E0,-1.065882071E0,-7.735632420E-2,-1.468984659E-1,1.078734327E0
2.452421250E0,-1.065309848E0,-7.927596509E-2,-1.677777036E-1,1.081350594E0
2.462370250E0,-1.045069418E0,-1.102521747E-1,-1.841124852E-1,1.066875362E0
2.472349250E0,-1.032421379E0,-1.030478203E-1,-1.789201577E-1,1.052865224E0
2.482298250E0,-1.008653032E0,-8.350174785E-2,-1.376499615E-1,1.021421066E0
2.492277250E0,-9.802518634E-1,-6.038185716E-2,-1.033636065E-1,9.875341612E-1
2.502226250E0,-9.382793800E-1,-6.506372273E-2,-8.107928295E-2,9.440208329E-1
2.512205250E0,-8.937539291E-1,-6.508477271E-2,-7.508175731E-2,8.992604649E-1
2.522154250E0,-8.309513247E-1,-6.424920559E-2,-8.454255223E-2,8.377084860E-1
2.532133250E0,-7.712024286E-1,-5.336987615E-2,-7.369947553E-2,7.765520860E-1
2.542082250E0,-7.051739153E-1,-2.576107800E-2,-5.381780941E-2,7.076936064E-1
2.552061250E0,-6.473201749E-1,-7.639971972E-3,-3.849693496E-2,6.485088990E-1
2.562010250E0,-5.917131541E-1,7.507240176E-3,-2.244281966E-2,5.921862001E-1
2.571989250E0,-5.331672496E-1,1.585297108E-2,-1.837779880E-2,5.337193796E-1
2.581938250E0,-4.617689458E-1,2.527868271E-2,-5.713899136E-3,4.624956429E-1
2.591917250E0,-3.882273450E-1,3.765723825E-2,-2.272812724E-2,3.907110272E-1
2.601866250E0,-3.123898351E-1,5.726295233E-2,-3.482543170E-2,3.194984593E-1
2.611845250E0,-2.290877697E-1,7.530745983E-2,-8.670719147E-2,2.562626714E-1
2.621794250E0,-1.439736521E-1,7.057881653E-2,-1.119993410E-1,1.955853631E-1
2.631773250E0,-5.397622784E-2,6.344228983E-2,-1.290282055E-1,1.535794098E-1
2.641721250E0,2.613939285E-2,8.744277120E-2,-1.170787990E-1,1.484484802E-1
2.651701250E0,1.043248522E-1,1.039710957E-1,-8.282522500E-2,1.689783460E-1
2.661649250E0,1.808479482E-1,1.240866870E-1,-4.536679208E-2,2.239679264E-1
2.671629250E0,2.430333790E-1,1.202409732E-1,1.601552367E-2,2.716240268E-1
2.681577250E0,3.204423282E-1,1.188855886E-1,5.815406799E-2,3.466972231E-1
2.691557250E0,3.873196379E-1,1.373429096E-1,9.901556214E-2,4.227098985E-1
2.701505250E0,4.474638423E-1,1.381229281E-1,1.575105045E-1,4.940763023E-1
2.711485250E0,5.152043838E-1,1.528883171E-1,2.153722300E-1,5.789607863E-1
2.721433250E0,5.826665613E-1,1.454494894E-1,2.362848151E-1,6.453575671E-1
2.731413250E0,6.429521587E-1,1.284633279E-1,2.376174138E-1,6.973896617E-1
2.741361250E0,7.084082296E-1,1.224477124E-1,2.142934553E-1,7.501715450E-1
2.751341250E0,7.708022598E-1,1.213595456E-1,1.662363227E-1,7.978087352E-1
2.761289250E0,8.214311805E-1,1.166753411E-1,9.054179549E-2,8.346017831E-1
2.771269250E0,8.741504078E-1,1.130991840E-1,3.656850496E-2,8.821947724E-1
2.781217250E0,9.182036228E-1,1.060357475E-1,8.327038083E-3,9.243434493E-1
2.791197250E0,9.533382261E-1,1.115812469E-1,1.248029709E-2,9.599270315E-1
2.801145250E0,9.768729767E-1,1.073396766E-1,5.926036119E-2,9.845376627E-1
2.811125250E0,1.002037639E0,8.265507102E-2,6.248451591E-2,1.007380566E0
2.821073250E0,1.016309011E0,9.644046664E-2,7.794863801E-2,1.023846063E0
2.831053250E0,1.017637133E0,1.174085820E-1,9.285729289E-2,1.028587666E0
2.841001250E0,1.025123396E0,1.214577788E-1,1.052685837E-1,1.037647071E0
2.850981250E0,1.016743094E0,1.088570291E-1,1.126448554E-1,1.028739634E0
2.860929250E0,1.010287402E0,1.022122532E-1,1.299221899E-1,1.023722499E0
2.870909250E0,9.982316861E-1,9.896997213E-2,1.450682509E-1,1.013561223E0
2.880857250E0,9.734128869E-1,9.556455374E-2,1.521235013E-1,9.898519040E-1
2.890836250E0,9.591842723E-1,9.366186976E-2,1.363769495E-1,9.733476699E-1
2.900785250E0,9.287426443E-1,6.891411424E-2,1.084938987E-1,9.375942516E-1
2.910764250E0,8.826412958E-1,8.536817908E-2,6.652435720E-2,8.892518615E-1
2.920713250E0,8.364710232E-1,1.091599149E-1,6.696934858E-2,8.462177931E-1
2.930692250E0,7.736326046E-1,1.024461418E-1,7.758903424E-2,7.842338153E-1
2.940641250E0,7.200335176E-1,9.360222816E-2,7.755394181E-2,7.302220603E-1
2.950620250E0,6.547326171E-1,1.049031419E-1,1.045072854E-1,6.712683828E-1
2.960569250E0,5.842748380E-1,1.207777476E-1,1.721560621E-1,6.209686468E-1
2.970548250E0,5.109940231E-1,1.377089453E-1,2.356521463E-1,5.793190652E-1
2.980497250E0,4.387455341E-1,1.260414112E-1,2.797775745E-1,5.354059883E-1
2.990476250E0,3.716732928E-1,1.364231426E-1,2.642736822E-1,4.760177408E-1
3.000425250E0,2.981775928E-1,1.481567502E-1,2.211978292E-1,3.997358867E-1
3.010404250E0,2.327689208E-1,1.263939983E-1,1.176067843E-1,2.898071238E-1
3.020353250E0,1.635177329E-1,1.171425337E-1,7.228876166E-3,2.012776163E-1
3.030332250E0,1.035629600E-1,1.012515557E-1,-8.820934117E-2,1.695819922E-1
3.040281250E0,4.434734831E-2,8.877535164E-2,-1.917875405E-1,2.159402951E-1
