"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.410682500E-1,2.379505114E0,8.892445564E-1,2.910422355E0,3.863076333E0
5.510472500E-1,1.877193037E0,9.228362256E-1,1.871510128E0,2.806782955E0
5.610262500E-1,2.039803519E0,9.206236392E-1,-1.235844111E-1,2.241343211E0
5.709752500E-1,2.342608014E0,1.134820597E0,-1.684457699E0,3.100488322E0
5.809542500E-1,2.846371370E0,1.351458183E0,-2.158314886E0,3.819239760E0
5.909032500E-1,3.371409820E0,1.079359172E0,-1.433657756E0,3.819266286E0
6.008822500E-1,3.679779110E0,1.716338473E0,-4.753997556E-1,4.088104326E0
6.108312500E-1,3.714019235E0,1.948846571E0,3.798654612E-1,4.211441512E0
6.208102500E-1,3.420601276E0,2.327730943E0,5.364890528E-1,4.172129545E0
6.307592500E-1,3.059747379E0,2.590303670E0,1.305730764E-1,4.011081706E0
6.407382500E-1,2.708856552E0,2.853148293E0,-4.024672886E-1,3.954786836E0
6.506872500E-1,2.357615477E0,3.130172414E0,-5.330285975E-1,3.954800825E0
6.606662500E-1,1.945424781E0,3.423647676E0,-2.597559772E-2,3.937856741E0
6.706152500E-1,1.492629411E0,3.615837468E0,9.359195168E-1,4.022209405E0
6.805942500E-1,1.007293701E0,3.911506605E0,1.833496209E0,4.435789994E0
6.905432500E-1,5.648620820E-1,4.159715062E0,2.082639052E0,4.686116088E0
7.005222500E-1,1.419543162E-1,4.261146712E0,1.498073022E0,4.519042499E0
7.104712500E-1,-3.130839362E-1,4.332640618E0,2.569523470E-1,4.351530855E0
7.204502500E-1,-7.734270018E-1,4.297332206E0,-1.081988665E0,4.498438939E0
7.303992500E-1,-1.214235726E0,4.229900946E0,-1.983624641E0,4.827131356E0
7.403782500E-1,-1.654690547E0,4.166005497E0,-2.144087441E0,4.968975102E0
7.503272500E-1,-2.098179635E0,4.098048572E0,-1.635955045E0,4.885970609E0
7.603062500E-1,-2.532377351E0,3.969416260E0,-8.338509589E-1,4.781684631E0
7.702552500E-1,-2.976775096E0,3.810545071E0,-1.894445246E-1,4.839145890E0
7.802342500E-1,-3.442763978E0,3.613292175E0,1.166752954E-2,4.990855666E0
7.901832500E-1,-3.880215523E0,3.335801446E0,-2.210797155E-1,5.121769229E0
8.001622500E-1,-4.248517896E0,3.014326208E0,-5.801958203E-1,5.241440068E0
8.101112500E-1,-4.566924808E0,2.558976628E0,-6.716410106E-1,5.277903488E0
8.200902500E-1,-4.843545179E0,2.352657623E0,5.250858128E-2,5.384949855E0
8.300392500E-1,-5.134561687E0,2.211450289E0,3.039745224E-1,5.598806712E0
8.400182500E-1,-5.369975266E0,1.327321461E0,3.474240124E-2,5.531692658E0
8.499672500E-1,-5.560522576E0,1.576450270E0,2.808516715E-1,5.786491548E0
8.599462500E-1,-5.722993310E0,9.188536870E-1,-3.993242640E-2,5.796424685E0
8.698952500E-1,-5.815175834E0,7.030639476E-1,-5.132750585E-1,5.879967703E0
8.798742500E-1,-5.902852494E0,4.150154865E-1,-1.038911058E0,6.007931558E0
8.898232500E-1,-5.985135098E0,8.924371362E-2,-1.462852319E0,6.161959387E0
8.998022500E-1,-6.043598483E0,-1.441666102E-1,-1.634343553E0,6.262343450E0
9.097512500E-1,-6.079570554E0,-3.072635812E-1,-1.551069846E0,6.281831476E0
9.197302500E-1,-6.101018726E0,-4.301007181E-1,-1.297245723E0,6.252220612E0
9.296792500E-1,-6.117641190E0,-5.014835268E-1,-9.873397851E-1,6.217061952E0
9.396582500E-1,-6.119681869E0,-5.522636712E-1,-7.385933840E-1,6.188781909E0
9.496072500E-1,-6.099694916E0,-5.542417842E-1,-6.152422768E-1,6.155646602E0
9.595862500E-1,-6.039908890E0,-5.053859586E-1,-5.851426013E-1,6.089195861E0
9.695352500E-1,-5.952665509E0,-3.957576817E-1,-5.808022131E-1,5.994012180E0
9.795142500E-1,-5.830020745E0,-2.542223185E-1,-5.094416604E-1,5.857755687E0
9.894600833E-1,-5.678419400E0,-7.385384202E-2,-3.920569789E-1,5.692416881E0
9.994390833E-1,-5.478063387E0,1.511476010E-1,-2.832017406E-1,5.487460915E0
1.009388083E0,-5.265034702E0,4.202218473E-1,-2.664693483E-1,5.288495318E0
1.019367083E0,-5.001693066E0,6.937136650E-1,-3.921236372E-1,5.064773749E0
1.029316083E0,-4.718034110E0,9.916737413E-1,-6.401771432E-1,4.863444196E0
1.039295083E0,-4.406766648E0,1.302740352E0,-9.478120226E-1,4.692022202E0
1.049244083E0,-4.072944136E0,1.654483702E0,-1.152851071E0,4.544805370E0
1.059223083E0,-3.710393962E0,2.019356976E0,-1.157160469E0,4.379936791E0
1.069172083E0,-3.342587725E0,2.358746914E0,-9.477523810E-1,4.199382607E0
1.079151083E0,-2.962235702E0,2.709991497E0,-6.055318058E-1,4.060241746E0
1.089130083E0,-2.562222709E0,3.057800256E0,-2.272450197E-1,3.995843830E0
1.099079083E0,-2.145343569E0,3.372135460E0,7.792351325E-2,3.997482791E0
1.109058083E0,-1.704037247E0,3.630228635E0,2.544380991E-1,4.018338167E0
1.119007083E0,-1.253449785E0,3.847669044E0,3.065087056E-1,4.058280550E0
1.128986083E0,-7.675333008E-1,4.033799951E0,3.019174719E-1,4.117256802E0
1.138935083E0,-2.672955598E-1,4.186160849E0,2.918380050E-1,4.204825679E0
1.148914083E0,2.459987213E-1,4.288393568E0,2.366695253E-1,4.301958534E0
1.158863083E0,7.830646750E-1,4.304331324E0,1.259817696E-1,4.376794470E0
1.168842083E0,1.301305883E0,4.285159473E0,-3.671579998E-2,4.478541812E0
1.178791083E0,1.800182721E0,4.214500549E0,-2.376074187E-1,4.589022771E0
1.188770083E0,2.280604139E0,4.091032498E0,-4.250785446E-1,4.703019658E0
1.198719083E0,2.740520979E0,3.924887373E0,-5.321154086E-1,4.816465814E0
1.208698083E0,3.159283654E0,3.735597800E0,-4.738196918E-1,4.915309678E0
1.218647083E0,3.533919438E0,3.541755000E0,-1.925428911E-1,5.006963934E0
1.228626083E0,3.886275285E0,3.318887206E0,2.223462955E-1,5.115426253E0
1.238575083E0,4.202169649E0,3.047058921E0,6.665252817E-1,5.233264161E0
1.248554083E0,4.494672226E0,2.766927005E0,9.915334813E-1,5.370391244E0
1.258503083E0,4.770329268E0,2.487285086E0,1.145637946E0,5.500464956E0
1.268482083E0,5.029299526E0,2.194315023E0,1.128414388E0,5.601981004E0
1.278431083E0,5.259937100E0,1.912091559E0,9.832571860E-1,5.682413846E0
1.288410083E0,5.471965325E0,1.626698318E0,8.104487939E-1,5.765880608E0
1.298359083E0,5.657331417E0,1.361230050E0,6.553209932E-1,5.855577821E0
1.308338083E0,5.819461259E0,1.143285027E0,5.487752223E-1,5.956037629E0
1.318287083E0,5.933146918E0,9.224234122E-1,4.861223797E-1,6.024069412E0
1.328266083E0,6.024265249E0,7.592492580E-1,4.343851192E-1,6.087439664E0
1.338215083E0,6.052337147E0,6.450215614E-1,3.872751260E-1,6.098919558E0
1.348194083E0,6.054024069E0,5.673003709E-1,3.735623820E-1,6.092010012E0
1.358143083E0,6.017918097E0,5.421129048E-1,3.991696782E-1,6.055457130E0
1.368122083E0,5.935053695E0,5.301524252E-1,4.920081870E-1,5.978962788E0
1.378071083E0,5.812205449E0,5.843520212E-1,6.681870604E-1,5.879598065E0
1.388050083E0,5.662075848E0,7.025388676E-1,8.562581471E-1,5.769388337E0
1.397999083E0,5.490643086E0,8.413617074E-1,1.016302214E0,5.646939101E0
1.407978083E0,5.289801754E0,1.012698575E0,1.068900184E0,5.490911454E0
1.417927083E0,5.057583092E0,1.203828852E0,1.013645166E0,5.296775166E0
1.427906083E0,4.795220865E0,1.435209022E0,8.807568113E-1,5.082292853E0
1.437855083E0,4.515405284E0,1.686688997E0,6.979541389E-1,4.870415242E0
1.447834083E0,4.205998113E0,1.942995847E0,5.176188453E-1,4.661929028E0
1.457783083E0,3.858752441E0,2.219379113E0,3.809250498E-1,4.467741929E0
1.467762083E0,3.493909281E0,2.508823305E0,2.511308956E-1,4.308673016E0
1.477711083E0,3.101620752E0,2.783907904E0,1.220313907E-1,4.169542681E0
1.487690083E0,2.683958816E0,3.063532866E0,-2.365206040E-2,4.073012149E0
1.497638083E0,2.227383074E0,3.329913300E0,-1.419400636E-1,4.008703647E0
1.507618083E0,1.735928984E0,3.561616237E0,-2.354370419E-1,3.969129660E0
1.517566083E0,1.240337550E0,3.781726484E0,-2.553150900E-1,3.988117129E0
1.527546083E0,7.225065243E-1,3.957128921E0,-1.955262136E-1,4.027296298E0
1.537494083E0,2.031064709E-1,4.078724109E0,-7.581854302E-2,4.084481735E0
1.547474083E0,-3.172713831E-1,4.172861942E0,3.708183568E-2,4.185070248E0
1.557422083E0,-8.198161796E-1,4.235321900E0,9.293564558E-2,4.314937682E0
1.567402083E0,-1.317627070E0,4.218095418E0,5.810962915E-2,4.419484900E0
1.577350083E0,-1.797940460E0,4.161885549E0,-7.943212230E-2,4.534334646E0
1.587330083E0,-2.253638681E0,4.043209291E0,-2.648741913E-1,4.636441201E0
1.597278083E0,-2.688431643E0,3.873609046E0,-4.505244577E-1,4.736611028E0
1.607258083E0,-3.102973505E0,3.666481372E0,-5.898893344E-1,4.839369758E0
1.617206083E0,-3.490559703E0,3.417266024E0,-6.484106076E-1,4.927692202E0
1.627186083E0,-3.863416472E0,3.155998980E0,-6.706756353E-1,5.033499996E0
1.637165083E0,-4.222085558E0,2.852830789E0,-6.638262069E-1,5.138610240E0
1.647114083E0,-4.548498185E0,2.518077108E0,-6.459027368E-1,5.238963486E0
1.657093083E0,-4.844914012E0,2.200970324E0,-6.533018035E-1,5.361367866E0
1.667042083E0,-5.111216678E0,1.847988533E0,-6.620264339E-1,5.475205617E0
1.677021083E0,-5.334734682E0,1.488223972E0,-6.643185425E-1,5.578129064E0
1.686970083E0,-5.531022788E0,1.172650328E0,-6.613645291E-1,5.692514815E0
1.696949083E0,-5.708375856E0,8.575321823E-1,-6.196504927E-1,5.805590675E0
1.706898083E0,-5.850547396E0,5.442190719E-1,-6.047220029E-1,5.906840774E0
1.716877083E0,-5.958868235E0,2.589041841E-1,-6.286581284E-1,5.997528913E0
1.726825083E0,-6.043634151E0,2.048572004E-2,-6.691980439E-1,6.080605187E0
1.736805083E0,-6.104623534E0,-1.788920546E-1,-7.124072134E-1,6.148654723E0
1.746753083E0,-6.138725665E0,-3.390847135E-1,-7.605227816E-1,6.194943594E0
1.756733083E0,-6.153844226E0,-4.629281563E-1,-7.950090748E-1,6.222229557E0
1.766681083E0,-6.150862146E0,-5.575518930E-1,-7.802061906E-1,6.225165938E0
1.776661083E0,-6.111616804E0,-5.867406088E-1,-7.497381040E-1,6.185323898E0
1.786609083E0,-6.041279477E0,-5.480355495E-1,-7.164371145E-1,6.108247116E0
1.796589083E0,-5.949486378E0,-4.811814094E-1,-7.080826128E-1,6.010765733E0
1.806537083E0,-5.832779462E0,-3.811940217E-1,-7.164985102E-1,5.888972342E0
1.816517083E0,-5.698415124E0,-2.194606215E-1,-7.426495975E-1,5.750793538E0
1.826465083E0,-5.526225733E0,-1.811408937E-2,-7.336174035E-1,5.574737076E0
1.836445083E0,-5.340280182E0,2.252996510E-1,-6.858819044E-1,5.388857610E0
1.846393083E0,-5.126828159E0,4.963315451E-1,-5.971907526E-1,5.185301223E0
1.856373083E0,-4.882346425E0,8.061643928E-1,-4.963069868E-1,4.973281438E0
1.866321083E0,-4.603521946E0,1.126518136E0,-4.344469535E-1,4.759222791E0
1.876301083E0,-4.302642063E0,1.458998419E0,-3.988368255E-1,4.560753876E0
1.886249083E0,-3.973862482E0,1.806691403E0,-4.216392124E-1,4.385601040E0
1.896229083E0,-3.598961819E0,2.144184505E0,-4.829572088E-1,4.217025140E0
1.906177083E0,-3.215050596E0,2.478806623E0,-5.267440832E-1,4.093713710E0
1.916157083E0,-2.791924729E0,2.817511268E0,-5.634669363E-1,4.006333539E0
1.926105083E0,-2.351388193E0,3.133218813E0,-5.400207710E-1,3.954454323E0
1.936085083E0,-1.894860399E0,3.411140481E0,-4.636116958E-1,3.929543373E0
1.946033083E0,-1.432956382E0,3.652717026E0,-3.429859757E-1,3.938698395E0
1.956013083E0,-9.708860857E-1,3.873504966E0,-2.164767508E-1,3.999190255E0
1.965961083E0,-4.986365175E-1,4.055406582E0,-1.082179284E-1,4.087379606E0
1.975940083E0,-1.603916835E-2,4.184499655E0,5.784102269E-3,4.184534392E0
1.985889083E0,4.742791367E-1,4.244590321E0,1.303040679E-1,4.272992727E0
1.995875708E0,9.664153777E-1,4.277609548E0,2.216481014E-1,4.391016967E0
2.005824708E0,1.447641664E0,4.243484028E0,2.759335419E-1,4.492099999E0
2.015803708E0,1.920380279E0,4.159796923E0,2.950890934E-1,4.591170704E0
2.025752708E0,2.377735454E0,4.046776092E0,2.845793811E-1,4.702234368E0
2.035731708E0,2.831187028E0,3.870453304E0,2.450089339E-1,4.801672432E0
2.045680708E0,3.262758029E0,3.669333644E0,1.594067931E-1,4.912739548E0
2.055659708E0,3.661473817E0,3.424899564E0,8.379293919E-2,5.014314389E0
2.065608708E0,4.037900603E0,3.147227572E0,6.863454424E-2,5.119999353E0
2.075587708E0,4.377561852E0,2.874495893E0,1.064754581E-1,5.238044619E0
2.085536708E0,4.673573052E0,2.611419135E0,2.236291015E-1,5.358339756E0
2.095515708E0,4.944213767E0,2.337184721E0,3.902245346E-1,5.482696178E0
2.105464708E0,5.176761042E0,2.040310473E0,5.632564366E-1,5.592761351E0
2.115443708E0,5.374548959E0,1.763228465E0,7.230152321E-1,5.702411959E0
2.125392708E0,5.537478114E0,1.511140965E0,8.489619914E-1,5.802408754E0
2.135371708E0,5.676624305E0,1.279538015E0,9.394522583E-1,5.894391536E0
2.145320708E0,5.798197274E0,1.085597566E0,9.830923676E-1,5.980308045E0
2.155299708E0,5.880804983E0,9.005156493E-1,9.954709232E-1,6.032060845E0
2.165248708E0,5.946206675E0,7.476489669E-1,9.515853770E-1,6.068102465E0
2.175227708E0,5.983801348E0,6.510693365E-1,8.614305941E-1,6.080446737E0
2.185207708E0,5.990566576E0,5.629985744E-1,7.420609291E-1,6.062549771E0
2.195155708E0,5.960815358E0,5.413293779E-1,5.823709846E-1,6.013610662E0
2.205134708E0,5.889558849E0,5.577448511E-1,4.462900503E-1,5.932719239E0
2.215083708E0,5.787028508E0,6.230711138E-1,3.640463309E-1,5.831847588E0
2.225062708E0,5.647095866E0,7.292460251E-1,3.358897948E-1,5.703885819E0
2.235011708E0,5.468652293E0,8.710550380E-1,3.693218350E-1,5.549891296E0
2.244990708E0,5.243676578E0,1.052927418E0,4.578020485E-1,5.367903028E0
2.254939708E0,4.988718095E0,1.271465934E0,5.743218537E-1,5.180133149E0
2.264918708E0,4.697193172E0,1.521371838E0,6.727478886E-1,4.983049837E0
2.274867708E0,4.377601029E0,1.789685946E0,7.393359804E-1,4.786750907E0
2.284846708E0,4.037022644E0,2.055033762E0,7.718699614E-1,4.595269179E0
2.294795708E0,3.662323709E0,2.324795641E0,7.429893208E-1,4.401059288E0
2.304774708E0,3.282763400E0,2.623017672E0,6.499110031E-1,4.251957380E0
2.314723708E0,2.870327120E0,2.903809154E0,5.169417378E-1,4.115594020E0
2.324702708E0,2.442997690E0,3.177693905E0,3.368440604E-1,4.022367485E0
2.334651708E0,1.993541518E0,3.403568337E0,1.410464629E-1,3.946945568E0
2.344630708E0,1.537404318E0,3.609289756E0,-7.778901815E-2,3.923854701E0
2.354579708E0,1.064247335E0,3.800708300E0,-2.771276164E-1,3.956615434E0
2.364558708E0,5.719730271E-1,3.966912482E0,-4.025925286E-1,4.028104831E0
2.374507708E0,7.151495576E-2,4.080429742E0,-4.635614097E-1,4.107299654E0
2.384486708E0,-4.392595044E-1,4.137882729E0,-4.505303049E-1,4.185450984E0
2.394435708E0,-9.476436958E-1,4.174584532E0,-3.976492194E-1,4.299221963E0
2.404414708E0,-1.455955236E0,4.160852931E0,-3.096287799E-1,4.419091846E0
2.414363708E0,-1.946336362E0,4.079905246E0,-2.302493191E-1,4.526242018E0
2.424342708E0,-2.421479059E0,3.951143711E0,-1.847334230E-1,4.637803779E0
2.434291708E0,-2.862517871E0,3.769873009E0,-1.845755482E-1,4.737089739E0
2.444270708E0,-3.282893208E0,3.562544190E0,-2.347054821E-1,4.850174800E0
2.454219708E0,-3.666444827E0,3.312417262E0,-3.188726431E-1,4.951424598E0
2.464198708E0,-4.018913525E0,3.017262679E0,-4.299001586E-1,5.043843192E0
2.474147708E0,-4.343138124E0,2.701196700E0,-5.593879187E-1,5.145116833E0
2.484126708E0,-4.640983011E0,2.358486128E0,-6.670129395E-1,5.248436565E0
2.494075708E0,-4.903232094E0,2.009530145E0,-7.743274730E-1,5.355322531E0
2.504054708E0,-5.138888626E0,1.676258733E0,-8.382188290E-1,5.469975362E0
2.514003708E0,-5.355721509E0,1.340043249E0,-8.680384594E-1,5.588645592E0
2.523982708E0,-5.553528721E0,1.005802953E0,-8.566533458E-1,5.708517828E0
2.533931708E0,-5.712850145E0,7.033919764E-1,-8.089008898E-1,5.812550017E0
2.543910708E0,-5.853172211E0,3.982503498E-1,-7.688521403E-1,5.916870954E0
2.553859708E0,-5.972070079E0,1.371534598E-1,-7.086269885E-1,6.015528597E0
2.563838708E0,-6.052290954E0,-6.222197592E-2,-6.610423476E-1,6.088602003E0
2.573787708E0,-6.101517493E0,-2.517799366E-1,-6.272414211E-1,6.138838706E0
2.583766708E0,-6.121367621E0,-4.161790824E-1,-6.198610655E-1,6.166731251E0
2.593715708E0,-6.116368251E0,-5.125587380E-1,-6.278062622E-1,6.169831258E0
2.603694708E0,-6.099321864E0,-5.581389534E-1,-6.463091914E-1,6.158811725E0
2.613643708E0,-6.044921123E0,-5.680295187E-1,-6.706260071E-1,6.108475110E0
2.623622708E0,-5.978090957E0,-5.274942809E-1,-6.736453631E-1,6.039008178E0
2.633571708E0,-5.885238342E0,-4.434423101E-1,-6.768076104E-1,5.940600977E0
2.643550708E0,-5.755454713E0,-3.363388610E-1,-6.905859894E-1,5.806487043E0
2.653499708E0,-5.601061322E0,-1.599920994E-1,-7.001397550E-1,5.646917839E0
2.663478708E0,-5.417499681E0,6.768561423E-2,-6.902749175E-1,5.461718008E0
2.673427708E0,-5.217593903E0,3.270365256E-1,-6.604313135E-1,5.269384076E0
2.683406708E0,-4.991868575E0,6.050494105E-1,-6.223682785E-1,5.066772042E0
2.693355708E0,-4.739220327E0,8.994187117E-1,-5.873405697E-1,4.859437443E0
2.703334708E0,-4.446194131E0,1.216106250E0,-5.409212422E-1,4.641136978E0
2.713283708E0,-4.134399250E0,1.563529678E0,-4.729280645E-1,4.445395727E0
2.723262708E0,-3.786546052E0,1.916391601E0,-4.106446928E-1,4.263697554E0
2.733241708E0,-3.423944129E0,2.274796100E0,-3.675232315E-1,4.127125394E0
2.743190708E0,-3.029695029E0,2.602120308E0,-3.319990575E-1,4.007531091E0
2.753169708E0,-2.612549694E0,2.926662412E0,-3.088686419E-1,3.935246957E0
2.763118708E0,-2.174039072E0,3.231066704E0,-2.936799145E-1,3.905443103E0
2.773097708E0,-1.712455337E0,3.494862669E0,-2.941944695E-1,3.902962816E0
2.783046708E0,-1.226566042E0,3.742102243E0,-3.135019755E-1,3.950452751E0
2.793025708E0,-7.405475235E-1,3.931176639E0,-3.183434336E-1,4.012966850E0
2.802974708E0,-2.562121443E-1,4.077955785E0,-3.022472914E-1,4.097160171E0
2.812953708E0,2.383531945E-1,4.163628019E0,-2.504585024E-1,4.177958830E0
2.822902708E0,7.317572580E-1,4.211441286E0,-1.815397104E-1,4.278394916E0
2.832881708E0,1.220502041E0,4.229889836E0,-9.240713038E-2,4.403422798E0
2.842830708E0,1.680597952E0,4.167078461E0,4.328693748E-2,4.493420316E0
2.852809708E0,2.132952296E0,4.080378286E0,1.861051798E-1,4.607993879E0
2.862758708E0,2.571242332E0,3.956326683E0,3.099410212E-1,4.728622567E0
2.872737708E0,2.992305301E0,3.759679558E0,3.965768036E-1,4.821447350E0
2.882686708E0,3.403688205E0,3.555036950E0,4.392942953E-1,4.941291389E0
2.892665708E0,3.776983808E0,3.317102636E0,4.674871572E-1,5.048496887E0
2.902614708E0,4.129605995E0,3.036625734E0,4.854206407E-1,5.148822654E0
2.912593708E0,4.454611198E0,2.766641661E0,4.788120445E-1,5.265655513E0
2.922542708E0,4.766374796E0,2.468827765E0,4.808586431E-1,5.389310184E0
2.932521708E0,5.029462078E0,2.176037212E0,4.998083726E-1,5.502766137E0
2.942470708E0,5.259509084E0,1.920804495E0,5.374199295E-1,5.625010746E0
2.952449708E0,5.456104753E0,1.645367308E0,5.776674843E-1,5.728002477E0
2.962398708E0,5.627401859E0,1.387119182E0,6.151000433E-1,5.828387373E0
2.972377708E0,5.758861300E0,1.177027554E0,6.500221002E-1,5.913747211E0
2.982326708E0,5.854497775E0,9.791472512E-1,6.950607173E-1,5.976368708E0
2.992314333E0,5.924655592E0,8.283405429E-1,7.396540689E-1,6.027833780E0
3.002263333E0,5.965300173E0,7.008484375E-1,7.900301707E-1,6.058064241E0
3.012242333E0,5.978168140E0,6.045716929E-1,7.985519028E-1,6.061492092E0
3.022191333E0,5.949145485E0,5.699292791E-1,7.971264978E-1,6.029308587E0
3.032170333E0,5.896430497E0,5.788521302E-1,7.790303886E-1,5.975771979E0
3.042119333E0,5.806501490E0,6.035776663E-1,7.487979448E-1,5.885614999E0
3.052098333E0,5.687817630E0,6.867437840E-1,6.895084206E-1,5.770468636E0
3.062047333E0,5.536116883E0,7.996120030E-1,6.481171504E-1,5.630987954E0
3.072026333E0,5.349893004E0,9.546170121E-1,6.025439516E-1,5.467696774E0
3.081975333E0,5.132018148E0,1.156416703E0,5.606871700E-1,5.290489577E0
3.091954333E0,4.870404949E0,1.360899682E0,5.281181058E-1,5.084466643E0
3.101903333E0,4.585085968E0,1.611882643E0,4.830208703E-1,4.884105665E0
3.111882333E0,4.266147836E0,1.873727392E0,4.420938691E-1,4.680418644E0
3.121831333E0,3.915943472E0,2.149926471E0,3.936544383E-1,4.484613799E0
3.131810333E0,3.539811385E0,2.419020013E0,3.368253493E-1,4.300624813E0
3.141758333E0,3.134280375E0,2.708118049E0,3.108379841E-1,4.153821986E0
3.151738333E0,2.704273212E0,2.994923392E0,2.907048512E-1,4.045635802E0
3.161686333E0,2.253414879E0,3.260651861E0,2.460227680E-1,3.971178210E0
3.171666333E0,1.787574224E0,3.494614162E0,1.830576110E-1,3.929536848E0
3.181614333E0,1.306920818E0,3.692885644E0,1.333983779E-1,3.919597113E0
3.191594333E0,8.164904295E-1,3.865126491E0,5.406807024E-2,3.950795207E0
3.201542333E0,3.191633228E-1,3.998737122E0,-4.708174389E-2,4.011730361E0
